,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
2349,대봉1동 매스커피 대봉점,매스커피 대봉점,초기값,35,1,대구 중구 동덕로 66-1,"08:00 - 20:00
19:30 라스트오더",053-422-2275,NO INFO,NO INFO,공사중,"{'가성비가 좋아요': '18', '커피가 맛있어요': '15', '친절해요': '13', '음료가 맛있어요': '10', '매장이 청결해요': '8', '특별한 메뉴가 있어요': '5', '디저트가 맛있어요': '4', '인테리어가 멋져요': '4', '집중하기 좋아요': '3', '대화하기 좋아요': '2', '뷰가 좋아요': '2'}"
2350,대봉1동 샤인오브유,샤인오브유,초기값,61,135,대구 중구 동덕로 84-3 1층,NO INFO,0507-1303-3976,https://www.instagram.com/shine.of.you/,"대봉동에 위치한 다양한 브라우니를 중점으로 판매하는 카페입니다. 포장 예약 주문 가능합니다.
가게가 많이 협소합니다.
최대 4인까지 운영되나, 테이블이 한정적입니다.
대화는 차분히 부탁드려요.",공사중,"{'디저트가 맛있어요': '46', '커피가 맛있어요': '31', '특별한 메뉴가 있어요': '13', '인테리어가 멋져요': '11', '음료가 맛있어요': '10', '친절해요': '9', '매장이 청결해요': '8', '사진이 잘 나와요': '6', '대화하기 좋아요': '5', '가성비가 좋아요': '3', '화장실이 깨끗해요': '3'}"
2351,대봉2동 벽돌집,벽돌집,초기값,640,542,"대구 중구 동덕로14길 13 1, 2층","11:00 - 22:00
21:30 라스트오더",0507-1442-2684,http://instagram.com/byeokdollzip,NO INFO,공사중,"{'인테리어가 멋져요': '147', '디저트가 맛있어요': '136', '커피가 맛있어요': '118', '음료가 맛있어요': '79', '매장이 청결해요': '75', '대화하기 좋아요': '72', '사진이 잘 나와요': '62', '친절해요': '58', '좌석이 편해요': '46', '뷰가 좋아요': '33', '특별한 메뉴가 있어요': '28', '화장실이 깨끗해요': '24', '주차하기 편해요': '21', '집중하기 좋아요': '20'}"
2352,대봉2동 미드웨이,미드웨이,4.61,727,504,대구 중구 동덕로14길 21 미드웨이,"09:50 - 22:00
21:30 라스트오더",0507-1311-1421,http://instagram.com/midwaycoffee_official,"반갑습니다, 미드웨이입니다. 김광석다시그리기 길 인근에 위치한 한옥카페인 미드웨이는 2018 년부터 시작되었습니다. 우리는 스페셜티 ...",공사중,"{'커피가 맛있어요': '229', '디저트가 맛있어요': '194', '친절해요': '186', '인테리어가 멋져요': '183', '음료가 맛있어요': '130', '사진이 잘 나와요': '117', '대화하기 좋아요': '111', '매장이 청결해요': '94', '특별한 메뉴가 있어요': '60', '야외 공간이 멋져요': '55', '뷰가 좋아요': '43', '가성비가 좋아요': '29', '좌석이 편해요': '25', '음악이 좋아요': '25', '화장실이 깨끗해요': '21', '집중하기 좋아요': '9', '재료가 신선해요': '8', '포장이 깔끔해요': '5', '아늑해요': '4', '차분한 분위기에요': '1', '빵이 맛있어요': '1', '반려동물과 가기 좋아요': '1'}"
2353,대봉1동 몬다코,몬다코,4.43,192,55,대구 중구 동덕로14길 53,NO INFO,0507-1379-5679,http://www.instagram.com/mondacocafe,"김광석거리에 들렀다면 꼭 한번 방문해야하는 쇼핑&디저트 카페 몬다코

1층 여성의류/소품샵/카페(10석)
2층 카페(40석)
3층 잔디밭이 있는 예쁜 루프탑(40석)
의류/악세사리/신발/가방 등 다양하고 예쁜 쇼핑품목
합리적인 가격의 맛있는 커피&디저트

곳곳 마련된 포토존에서 인생샷을 건져드립니다.

->각종 행사&모임 2층(40석)3층(40석)예약 가능합니다.",공사중,"{'커피가 맛있어요': '31', '음료가 맛있어요': '18', '디저트가 맛있어요': '17', '인테리어가 멋져요': '17', '친절해요': '17', '대화하기 좋아요': '15', '매장이 청결해요': '14', '좌석이 편해요': '13', '화장실이 깨끗해요': '11', '사진이 잘 나와요': '10', '매장이 넓어요': '5', '야외 공간이 멋져요': '3', '특별한 메뉴가 있어요': '2', '뷰가 좋아요': '1'}"
2354,대봉1동 바람불어오는곳,바람이불어오는곳,4.33,532,207,대구 중구 동덕로14길 58-2,11:00 - 22:00,053-252-5755,http://instagram.com/cafe_windyplace,NO INFO,공사중,"{'디저트가 맛있어요': '157', '커피가 맛있어요': '144', '인테리어가 멋져요': '84', '친절해요': '72', '음료가 맛있어요': '70', '뷰가 좋아요': '45', '대화하기 좋아요': '43', '매장이 청결해요': '39', '특별한 메뉴가 있어요': '36', '좌석이 편해요': '27', '사진이 잘 나와요': '23', '가성비가 좋아요': '12', '화장실이 깨끗해요': '8', '집중하기 좋아요': '5', '주차하기 편해요': '3'}"
2355,수성4가동 수평적관계,수평적관계,초기값,154,211,대구 중구 동덕로26길 115 (구.청맥한정식),"10:30 - 22:00
21:30 라스트오더",053-218-4602,http://flatrelationship.kr,"우리는 커피와 소통이라는 매개체로
서로의 장벽은 낮아지고 취향의 폭은 넓어지는
수평적인 관계를 지향합니다

Flat Relationship
roasting work",공사중,"{'커피가 맛있어요': '95', '친절해요': '46', '인테리어가 멋져요': '40', '대화하기 좋아요': '34', '매장이 청결해요': '31', '디저트가 맛있어요': '26', '특별한 메뉴가 있어요': '26', '음료가 맛있어요': '25', '사진이 잘 나와요': '17', '화장실이 깨끗해요': '13', '뷰가 좋아요': '10', '좌석이 편해요': '5', '집중하기 좋아요': '5', '가성비가 좋아요': '3'}"
2356,삼덕동 빽다방 대구경대병원점,빽다방 대구경대병원점,4.52,1079,21,대구 중구 동덕로26길 18,07:30 - 22:00,0507-1439-8384,NO INFO,안녕하세요. 빽다방 대구경대병원점 입니다. 찾아주셔서 감사합니다.,공사중,"{'커피가 맛있어요': '274', '가성비가 좋아요': '260', '음료가 맛있어요': '192', '친절해요': '176', '매장이 청결해요': '94', '좌석이 편해요': '52', '디저트가 맛있어요': '50', '대화하기 좋아요': '44', '특별한 메뉴가 있어요': '35', '집중하기 좋아요': '24', '인테리어가 멋져요': '22', '화장실이 깨끗해요': '20', '뷰가 좋아요': '9', '주차하기 편해요': '7', '사진이 잘 나와요': '6', '음악이 좋아요': '1', '오래 머무르기 좋아요': '1'}"
2357,삼덕동 피컵요거트,피컵요거트,4.73,181,163,대구 중구 동덕로26길 63-2,11:00 - 20:00,0507-1413-4458,http://instagram.com/picup_yogurt,재고 상황은 인스타로 확인 부탁드립니다!,공사중,"{'디저트가 맛있어요': '65', '특별한 메뉴가 있어요': '63', '친절해요': '43', '매장이 청결해요': '34', '인테리어가 멋져요': '20', '사진이 잘 나와요': '17', '가성비가 좋아요': '7', '커피가 맛있어요': '3', '주차하기 편해요': '3', '좌석이 편해요': '2', '음료가 맛있어요': '2', '대화하기 좋아요': '2', '뷰가 좋아요': '2', '화장실이 깨끗해요': '1'}"
2358,삼덕동 로망띠끄,로망띠끄,4.53,30,209,대구 중구 동덕로26길 80,11:00 - 19:00,053-424-9888,https://www.instagram.com/romantique_cafe,마카롱 및 디저트카페입니다 홀케이크는 2~3일 전에 미리 예약해주세요,공사중,"{'디저트가 맛있어요': '6', '친절해요': '3', '매장이 청결해요': '3', '화장실이 깨끗해요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '집중하기 좋아요': '1'}"
