,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
783,유가읍 백금당 현풍점,백금당 현풍점,초기값,158,64,대구 달성군 유가읍 테크노중앙대로6길 15-7 1층,12:00 - 22:00,0507-1371-5956,https://www.instagram.com/baekgeumdang_hyeonpung,NO INFO,공사중,"{'디저트가 맛있어요': '71', '친절해요': '63', '인테리어가 멋져요': '55', '커피가 맛있어요': '54', '매장이 청결해요': '39', '음료가 맛있어요': '38', '특별한 메뉴가 있어요': '31', '대화하기 좋아요': '31', '사진이 잘 나와요': '23', '주차하기 편해요': '11', '집중하기 좋아요': '9', '좌석이 편해요': '7', '가성비가 좋아요': '7', '화장실이 깨끗해요': '6'}"
784,유가읍 이디야커피 대구현풍로점,이디야 대구현풍로점,4.67,188,8,대구 달성군 유가읍 현풍로 198,"10:00 - 22:00
21:30 라스트오더",053-611-2189,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '21', '친절해요': '18', '음료가 맛있어요': '13', '가성비가 좋아요': '11', '대화하기 좋아요': '9', '매장이 청결해요': '8', '좌석이 편해요': '6', '디저트가 맛있어요': '2', '인테리어가 멋져요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
785,유가읍 오디너리히어로즈,오디너리히어로즈,초기값,171,148,대구 달성군 유가읍 현풍로47길 5-6 1층,정기휴무 (매주 금요일),010-7777-7378,https://www.instagram.com/ordinary_heroes,"티라미수 맛집!
제철과일 티라미수 최고, 봄엔 오렌지, 여름엔 다크체리, 가을엔 복숭아, 겨울엔 딸기
다 먹어본 손님인 제가 자진해서 업체등록할 정도로 대존맛 티라미수 가게입니다 최고b
(사장님 인증번호 받아서 등록합니다!)
반월당 커피왕으로 시작한 오디너리히어로즈가 현풍으로 왔습니다! 여러분 티라미수 먹으러 현풍오세요!",공사중,"{'친절해요': '110', '디저트가 맛있어요': '108', '커피가 맛있어요': '105', '음료가 맛있어요': '71', '매장이 청결해요': '46', '특별한 메뉴가 있어요': '31', '인테리어가 멋져요': '22', '대화하기 좋아요': '12', '화장실이 깨끗해요': '12', '뷰가 좋아요': '9', '집중하기 좋아요': '7', '주차하기 편해요': '6', '가성비가 좋아요': '5', '사진이 잘 나와요': '4'}"
786,유가읍 커피&타로,커피&타로,초기값,21,7,대구 달성군 유가읍 현풍로47길 86-2 1층,11:00 - 19:30,0507-1350-6891,NO INFO,저희가게는 커피드시는분들~~타로보시는데3000원받아요~~~카피도마시구 타로도보고 힐링하고 가세요^^🤩😘,공사중,"{'친절해요': '7', '커피가 맛있어요': '6', '대화하기 좋아요': '4', '음료가 맛있어요': '3', '주차하기 편해요': '3', '가성비가 좋아요': '3', '매장이 청결해요': '3', '디저트가 맛있어요': '2', '집중하기 좋아요': '1'}"
787,현풍읍 제리민,제리민,초기값,30,29,대구 달성군 현풍읍 비슬로 582 1층,11:00 - 20:00,0507-1391-0008,https://www.instagram.com/cafe_jerrymean,"페스츄리 전문 베이커리 카페로써 천천히 발전해 나가는 매장입니다.
첫 번째 라인업인 크로넛을 시작으로 두번째 크로와상 세 번째 퀸아망 등 계속해서 발전해 나가는 제리민을 지켜봐주세요 !",공사중,"{'디저트가 맛있어요': '15', '커피가 맛있어요': '13', '친절해요': '12', '매장이 청결해요': '9', '특별한 메뉴가 있어요': '8', '음료가 맛있어요': '6', '주차하기 편해요': '6', '가성비가 좋아요': '5', '대화하기 좋아요': '4', '인테리어가 멋져요': '3', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2'}"
788,현풍읍 카페오롯,카페 오롯,초기값,37,7,대구 달성군 현풍읍 비슬로 636 1층 상가,NO INFO,0507-1413-0405,https://www.instagram.com/_cafe.orot,"카페 오롯
- 대구 광역시 달성군 현풍읍 원교리 108번지
- open11:00~close20:00
- 매주 월요일 휴무
- 넓은 주차장 보유 주차완전가능
- 2층 식사후 영수증 지참시 전메뉴 15%할인",공사중,"{'커피가 맛있어요': '20', '인테리어가 멋져요': '15', '친절해요': '15', '주차하기 편해요': '12', '디저트가 맛있어요': '7', '음료가 맛있어요': '7', '사진이 잘 나와요': '7', '대화하기 좋아요': '7', '좌석이 편해요': '6', '매장이 청결해요': '5', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '3', '컨셉이 독특해요': '1', '아이와 가기 좋아요': '1', '룸이 잘 되어있어요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
789,현풍읍 디저트카페딥앤딥,디저트카페 딥앤딥,초기값,42,13,대구 달성군 현풍읍 비슬로134길 135 2층,NO INFO,0507-1375-5543,https://www.instagram.com/cafedeepndeep,사회적기업 디저트카페 딥앤딥입니다.,공사중,"{'디저트가 맛있어요': '27', '커피가 맛있어요': '18', '친절해요': '17', '가성비가 좋아요': '14'}"
790,구지면 카페솔례단길,카페 솔례단길,4.56,211,20,대구 달성군 현풍읍 삼강길 40 B동,10:30 - 20:30,053-615-2922,https://www.instagram.com/solryedangil/,달콤하고 부드러운 크림을 맛볼수 있는카페,공사중,"{'친절해요': '115', '커피가 맛있어요': '108', '매장이 청결해요': '89', '음료가 맛있어요': '86', '주차하기 편해요': '55', '인테리어가 멋져요': '51', '디저트가 맛있어요': '49', '뷰가 좋아요': '47', '특별한 메뉴가 있어요': '40', '대화하기 좋아요': '28', '사진이 잘 나와요': '26', '가성비가 좋아요': '17', '집중하기 좋아요': '14', '좌석이 편해요': '8', '화장실이 깨끗해요': '1'}"
791,현풍읍 드롭탑 대구테크노폴리스점,드롭탑 대구테크노폴리스점,초기값,67,9,대구 달성군 현풍읍 테크노공원로 21 테크노타워 1층,09:00 - 23:30,0507-1473-2456,http://www.cafedroptop.com/,"최고의 장소, 최고의 커피 스페셜티 커피전문점",공사중,"{'커피가 맛있어요': '40', '인테리어가 멋져요': '17', '대화하기 좋아요': '15', '친절해요': '14', '음료가 맛있어요': '12', '매장이 청결해요': '12', '집중하기 좋아요': '10', '디저트가 맛있어요': '9', '가성비가 좋아요': '4', '좌석이 편해요': '3', '뷰가 좋아요': '3', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '특별한 메뉴가 있어요': '2'}"
792,현풍읍 커피에반하다 대구중리점,커피에반하다 대구중리점,4.72,156,초기값,"대구 달성군 현풍읍 테크노대로 15 ,1층 110호",NO INFO,053-614-3755,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '39', '친절해요': '32', '음료가 맛있어요': '15', '가성비가 좋아요': '13', '매장이 청결해요': '13', '좌석이 편해요': '7', '대화하기 좋아요': '7', '주차하기 편해요': '6', '인테리어가 멋져요': '5', '디저트가 맛있어요': '3', '집중하기 좋아요': '3', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '1'}"
