,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1722,평리5동 바닐라빌리지,바닐라빌리지,초기값,463,392,대구 서구 서대구로 152 원진빌딩 1층,NO INFO,0507-1315-5210,https://www.instagram.com/vanilla.village_cafe/,"About us 반복되는 일상속에서 여유를 누릴때, 산뜻한 에너지가 작은 일렁임을 주게된다.무릇 맑은날씨,나른한 오후,다정한 사람을 닮은...",공사중,"{'인테리어가 멋져요': '249', '디저트가 맛있어요': '222', '커피가 맛있어요': '194', '사진이 잘 나와요': '164', '음료가 맛있어요': '123', '매장이 청결해요': '109', '친절해요': '104', '특별한 메뉴가 있어요': '64', '대화하기 좋아요': '49', '화장실이 깨끗해요': '31', '좌석이 편해요': '28', '가성비가 좋아요': '26', '뷰가 좋아요': '12', '주차하기 편해요': '9', '집중하기 좋아요': '7', '아늑해요': '4', '포장이 깔끔해요': '1'}"
1723,평리6동 커피콩,커피콩,4.25,34,초기값,대구 서구 서대구로 159,10:00 - 18:30,053-562-5522,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '14', '가성비가 좋아요': '10', '음료가 맛있어요': '9', '친절해요': '8', '디저트가 맛있어요': '5'}"
1724,내당1동 디웨이브,디웨이브,4.51,316,139,"대구 서구 서대구로 3 1,2층",09:00 - 21:00,0507-1496-0006,http://instagram.com/d_wave19,신선한 과일로 만든 음료와 매장에서 매일 만드는 맛있는 디저트가 있습니다,공사중,"{'커피가 맛있어요': '71', '친절해요': '47', '인테리어가 멋져요': '32', '매장이 청결해요': '32', '디저트가 맛있어요': '31', '음료가 맛있어요': '26', '대화하기 좋아요': '26', '좌석이 편해요': '17', '집중하기 좋아요': '15', '사진이 잘 나와요': '11', '주차하기 편해요': '8', '특별한 메뉴가 있어요': '6', '화장실이 깨끗해요': '6', '뷰가 좋아요': '6', '가성비가 좋아요': '4'}"
1725,내당1동 모캄보 대구내당점,모캄보 대구 내당점,4.44,138,38,대구 서구 서대구로 45 뉴대구스포츠센터 1층 모캄보,10:30 - 22:30,053-291-3333,NO INFO,주차는 뉴대구스포츠센터 주차장을 이용하시면 됩니다.,공사중,"{'커피가 맛있어요': '20', '음료가 맛있어요': '16', '디저트가 맛있어요': '12', '매장이 청결해요': '10', '주차하기 편해요': '9', '친절해요': '7', '좌석이 편해요': '6', '인테리어가 멋져요': '6', '가성비가 좋아요': '5', '대화하기 좋아요': '5', '특별한 메뉴가 있어요': '4', '집중하기 좋아요': '4', '사진이 잘 나와요': '2', '뷰가 좋아요': '1'}"
1726,평리5동 카페봄봄 중평점,카페봄봄 중평점,4.64,366,13,"대구 서구 서대구로 77 105동 1층 106호 (평리동,평리청구타운)",08:00 - 22:00,053-561-7727,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '175', '가성비가 좋아요': '150', '친절해요': '131', '음료가 맛있어요': '96', '매장이 청결해요': '70'}"
1727,평리4동 올람,올람,4.67,95,15,대구 서구 서대구로15길 28 1층 카페올람,11:00 - 20:00,0507-1482-0334,http://instagram.com/olam_rice.dessert,"안녕하세요 카페 올람 입니다 :)
올람의 디저트는 100프로 국내산 쌀과 좋은재료로
직접 만들고 있어요.
남녀노소 누구나 건강하고 맛있게 드실수 있어요

항상 정성을 다해 준비해 드립니다
올람에서 쌀빵 , 쌀구움과자류 , 쌀케이크를
직접 만들고 있어요",공사중,"{'친절해요': '33', '커피가 맛있어요': '28', '디저트가 맛있어요': '20', '음료가 맛있어요': '19', '대화하기 좋아요': '18', '매장이 청결해요': '13', '인테리어가 멋져요': '10', '특별한 메뉴가 있어요': '7', '좌석이 편해요': '4', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '가성비가 좋아요': '2', '화장실이 깨끗해요': '1'}"
1728,평리4동 커피정원,커피정원,4.26,112,초기값,대구 서구 서대구로17길 6,10:30 - 22:00,053-565-9693,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '32', '친절해요': '28', '음료가 맛있어요': '14', '대화하기 좋아요': '11', '매장이 청결해요': '9', '좌석이 편해요': '6', '디저트가 맛있어요': '6', '화장실이 깨끗해요': '5', '가성비가 좋아요': '4', '특별한 메뉴가 있어요': '3', '뷰가 좋아요': '3', '인테리어가 멋져요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
1729,비산1동 레브,카페레브,4.55,75,초기값,대구 서구 서대구로68길 36,10:00 - 21:00,010-7396-0808,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '27', '친절해요': '17', '매장이 청결해요': '6', '음료가 맛있어요': '5', '가성비가 좋아요': '3', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
1730,내당1동 카페내당,카페내당,초기값,18,3,대구 서구 서대구로7길 12 1층,10:00 - 20:00,0507-1343-8017,https://www.instagram.com/cafe.naedang,"cafe naedang.

수제소스로 만든 크로와상샌드위치와
내당에서 직접 만든 감바스크로플
수제 생크림이 올라간 시그니처 내당슈페너

내당동에 있는 동네카페 카페내당",공사중,"{'친절해요': '8', '커피가 맛있어요': '6', '인테리어가 멋져요': '6', '음료가 맛있어요': '4', '특별한 메뉴가 있어요': '4', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '가성비가 좋아요': '3', '디저트가 맛있어요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '매장이 청결해요': '1'}"
1731,관문동 카페우스리,카페 우스리,초기값,67,4,대구 서구 염색공단로 17 1층 카페 우스리,NO INFO,0507-1484-3902,https://usri.kr,카페 우스리는 맛있는 커피를 선별해 소개하는 공간입니다. 직접 로스팅한 다양한 싱글오리진 커피의 맛을 체험해 보세요.,공사중,"{'커피가 맛있어요': '49', '친절해요': '44', '매장이 청결해요': '29', '가성비가 좋아요': '18', '음료가 맛있어요': '16', '대화하기 좋아요': '12', '인테리어가 멋져요': '11', '특별한 메뉴가 있어요': '10', '디저트가 맛있어요': '9', '집중하기 좋아요': '6', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '포장이 깔끔해요': '1', '화장실이 깨끗해요': '1'}"
1732,상중이동 써밋,써밋,4.83,53,14,대구 서구 와룡로 307 B124호 써밋,08:00 - 19:00,010-9600-9271,https://www.instagram.com/summit_someat_,NO INFO,공사중,"{'커피가 맛있어요': '30', '친절해요': '20', '음료가 맛있어요': '11', '인테리어가 멋져요': '11', '매장이 청결해요': '11', '디저트가 맛있어요': '8', '좌석이 편해요': '5', '가성비가 좋아요': '4', '대화하기 좋아요': '4', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '1'}"
1733,죽전동 하이오커피 대구중리점,하이오커피 대구중리점,4.84,433,7,대구 서구 와룡로 307 디센터 B123호,NO INFO,0507-1424-3136,NO INFO,서대구에 새롭게 생긴 디센터 지식산업센터 내에 위치하여 센터뿐만 아니라 서대구 공단의 고객분들의 미팅 공간과 음료제공으로 편하게 이용하실 수 있도록 다양한 메뉴를 준비하고 있습니다. 단체 포장과 배달 모두 가능합니다. 또한 리유저블 컵을 사용해서 맛뿐만 아니라 환경까지 생각합니다.,공사중,"{'음료가 맛있어요': '200', '커피가 맛있어요': '170', '친절해요': '103', '가성비가 좋아요': '58', '매장이 청결해요': '50', '특별한 메뉴가 있어요': '31', '디저트가 맛있어요': '19', '인테리어가 멋져요': '12', '대화하기 좋아요': '10', '좌석이 편해요': '8', '주차하기 편해요': '5', '화장실이 깨끗해요': '4', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}"
1734,상중이동 명지현,명지현학술원&카페,4.13,35,초기값,대구 서구 와룡로66길 54 퀸스로드 1동105호,10:00 - 19:00,0507-1358-6670,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '10', '인테리어가 멋져요': '6', '친절해요': '6', '음료가 맛있어요': '5', '매장이 청결해요': '5', '대화하기 좋아요': '5', '디저트가 맛있어요': '3', '좌석이 편해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '가성비가 좋아요': '1', '특별한 메뉴가 있어요': '1'}"
1735,상중이동 로비로비,로비로비,초기값,12,17,대구 서구 와룡로90길 55 1층,NO INFO,0507-1315-1693,NO INFO,COFFEE & BAR,공사중,"{'매장이 청결해요': '7', '인테리어가 멋져요': '6', '친절해요': '6', '음식이 맛있어요': '5', '특별한 메뉴가 있어요': '4', '특별한 날 가기 좋아요': '2', '커피가 맛있어요': '1', '컨셉이 독특해요': '1', '재료가 신선해요': '1', '음악이 좋아요': '1', '가성비가 좋아요': '1', '매장이 넓어요': '1'}"
1736,고성동 노프릴스피플,노프릴스피플,초기값,123,77,대구 서구 원대로13길 1 1층,NO INFO,0507-1303-5405,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '65', '디저트가 맛있어요': '62', '인테리어가 멋져요': '45', '친절해요': '45'}"
1737,비산1동 커피타나바,커피타나바,4.57,104,초기값,대구 서구 통학로 183-1 1층,NO INFO,0507-1373-0309,https://coffeetanaba.modoo.at/,Take_Out 및 배달전문 매장입니다:),공사중,"{'커피가 맛있어요': '22', '디저트가 맛있어요': '20', '음료가 맛있어요': '20', '친절해요': '15', '가성비가 좋아요': '12', '특별한 메뉴가 있어요': '7', '매장이 청결해요': '6', '대화하기 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '뷰가 좋아요': '1'}"
1738,"내당1동 카페, 바미","카페, 바미",초기값,44,3,대구 서구 통학로 46 황제맨션상가 103-3호,"09:30 - 20:00
19:30 라스트오더",053-566-5657,https://www.instagram.com/cafe_balmy,"커피와 디저트를 함께 즐길 수있는 아늑한 카페, 바미입니다.",공사중,"{'커피가 맛있어요': '25', '디저트가 맛있어요': '18', '음료가 맛있어요': '16', '친절해요': '14', '특별한 메뉴가 있어요': '9', '대화하기 좋아요': '8', '매장이 청결해요': '7', '인테리어가 멋져요': '5', '가성비가 좋아요': '4', '사진이 잘 나와요': '3', '집중하기 좋아요': '2', '좌석이 편해요': '1'}"
