,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1879,범어2동 스테노커피(STENO COFFEE),스테노커피,초기값,35,1,대구 수성구 동대구로 378 1층,NO INFO,0507-1356-5787,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '23', '친절해요': '19', '가성비가 좋아요': '15', '음료가 맛있어요': '13', '매장이 청결해요': '13', '디저트가 맛있어요': '9', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '특별한 메뉴가 있어요': '4', '대화하기 좋아요': '4', '사진이 잘 나와요': '2', '주차하기 편해요': '1', '집중하기 좋아요': '1'}"
1880,범어3동 해머스미스커피 대구수성점,해머스미스커피 대구수성점,4.53,667,44,대구 수성구 동대구로 389 1층,07:30 - 21:00,0507-1430-0953,http://www.hammersmith.co.kr,해마다 수확한 최적의 생두로 직접 로스팅한 신선한 커피를 가장 좋은 가격에 공급합니다.,공사중,"{'커피가 맛있어요': '295', '친절해요': '101', '음료가 맛있어요': '58', '인테리어가 멋져요': '48', '가성비가 좋아요': '33'}"
1881,두산동 청솔로9 두산점,청솔로9 두산점,4.69,187,13,대구 수성구 동대구로 9 청솔로9 두산점,08:00 - 22:30,053-762-8614,NO INFO,NO INFO,공사중,"{'친절해요': '72', '음료가 맛있어요': '69', '커피가 맛있어요': '58', '가성비가 좋아요': '51', '매장이 청결해요': '39', '디저트가 맛있어요': '34', '특별한 메뉴가 있어요': '16', '대화하기 좋아요': '14', '인테리어가 멋져요': '10', '좌석이 편해요': '7', '사진이 잘 나와요': '4', '뷰가 좋아요': '2', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
1882,두산동 레프트뱅크 황금점,레프트뱅크 황금점,4.74,88,11,대구 수성구 동대구로 95,NO INFO,053-763-2130,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '24', '음료가 맛있어요': '16', '친절해요': '15', '가성비가 좋아요': '12', '디저트가 맛있어요': '7', '특별한 메뉴가 있어요': '4', '좌석이 편해요': '2', '인테리어가 멋져요': '2', '매장이 청결해요': '2', '주차하기 편해요': '1', '대화하기 좋아요': '1'}"
1883,지산1동 온기카페,온기카페,4.75,34,초기값,대구 수성구 동대구로12길 27,09:00 - 20:00,010-7745-4009,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '7', '친절해요': '7', '가성비가 좋아요': '4', '컨셉이 독특해요': '3', '음료가 맛있어요': '3', '매장이 청결해요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '디저트가 맛있어요': '1', '음식이 맛있어요': '1', '인테리어가 멋져요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
1884,지산1동 989라운지,989라운지,초기값,135,18,대구 수성구 동대구로12안길 28 1층(지산동),12:00 - 21:00,0507-1483-0182,NO INFO,"편안한 소파와 잔잔한 음악, 맛있는 음료. 바쁜 도심속 힐링이 되는 수성못 근처 카페 989라운지입니다.",공사중,"{'커피가 맛있어요': '108', '좌석이 편해요': '96', '디저트가 맛있어요': '72', '인테리어가 멋져요': '68', '대화하기 좋아요': '65', '친절해요': '56', '음료가 맛있어요': '41', '매장이 청결해요': '25', '사진이 잘 나와요': '23', '특별한 메뉴가 있어요': '19', '집중하기 좋아요': '8', '화장실이 깨끗해요': '8', '가성비가 좋아요': '5', '차분한 분위기에요': '2', '음악이 좋아요': '1', '포장이 깔끔해요': '1', '주차하기 편해요': '1'}"
1885,지산1동 카페디디,카페디디,초기값,14,9,대구 수성구 동대구로14길 15-10 1층,11:00 - 20:00,0507-1464-0028,NO INFO,"주문제작 케이크 전문점 입니다:)
주문은 최소 2-3일 전 부탁드려요!
맛있는커피, 디저트도 준비되어있어요^^
홀도 운영중이니 많은 관심 부탁드려요!",공사중,"{'디저트가 맛있어요': '9', '친절해요': '8', '커피가 맛있어요': '6', '특별한 메뉴가 있어요': '6', '인테리어가 멋져요': '3', '매장이 청결해요': '3', '가성비가 좋아요': '2', '음료가 맛있어요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
1886,지산1동 퀴르,퀴르,5,38,46,대구 수성구 동대구로14길 15-25 1층,11:00 - 22:00,0507-1367-6132,https://www.instagram.com/cafecuire/,"안녕하세요~ 퀴르입니다!!
퀴르 (cuire)는 프랑스어로 굽다 라는 뜻이에요~ 나카무라 아카데미 출신의 파티쉐가 매장에서 직접 디저트를 만들고 있어요~!!
 잘 부탁 드립니다~ !!!",공사중,"{'디저트가 맛있어요': '20', '친절해요': '17', '커피가 맛있어요': '13', '음료가 맛있어요': '7', '매장이 청결해요': '6', '인테리어가 멋져요': '5', '특별한 메뉴가 있어요': '4', '대화하기 좋아요': '4', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '가성비가 좋아요': '1', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
1887,황금1동 데우스커피,데우스커피,4.64,1081,1021,대구 수성구 동대구로14길 15-6 2층,NO INFO,0507-1434-2222,http://instagram.com/deuscoffee,NO INFO,공사중,"{'커피가 맛있어요': '375', '디저트가 맛있어요': '176', '음료가 맛있어요': '132', '특별한 메뉴가 있어요': '110', '친절해요': '86'}"
1888,황금1동 브마롱,브마롱,4.58,140,340,대구 수성구 동대구로14길 29 1층 브마롱,11:40 - 18:40,0507-1477-5101,NO INFO,대구 마카롱 미니케이크 제작케이크 전문점 브마 롱입니다 :) 매장애견동반 가능해요! 당일케이크 준비되어있습니다 영업중 전화상담은 어...,공사중,"{'친절해요': '52', '빵이 맛있어요': '50', '특별한 메뉴가 있어요': '39', '매장이 청결해요': '33', '인테리어가 멋져요': '27'}"
