,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
2036,고산2동 프리울리,프리울리,초기값,30,1,대구 수성구 시지로 55,NO INFO,0507-1333-2625,https://www.instagram.com/priuli.cafe,100%서울우유생크림으로 만드는 케이크입니다,공사중,"{'디저트가 맛있어요': '21', '친절해요': '21', '커피가 맛있어요': '15', '특별한 메뉴가 있어요': '9', '가성비가 좋아요': '6', '음료가 맛있어요': '5', '선물하기 좋아요': '5', '인테리어가 멋져요': '5', '아늑해요': '1', '재료가 신선해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
2037,고산2동 읍천리382 대구시지점,읍천리382 시지점,4.47,284,153,대구 수성구 시지로14길 17 1층,10:00 - 22:00,0504-0999-2484,https://blog.naver.com/oneteam_corp,"' 도심 속 레트로 감성 카페 '
' 할머니가 손자, 손녀를 생각하며 푸짐한 한 상을 차려 주시던 그 마음으로 준비한 카페 입니다.

- 신선한 재료들로 푸짐하게 만든 읍천리 디저트
- 보관은 2-3일 (냉장) 가능하나, 가장 신선할 때 드시는 게 좋습니다.

모든 음료는 HOT / ICE 캔에 밀봉되어 배송 되며, 직장이나 가정에서 언제 어디서든 편하게 드실 수 있도록 제공되는 읍천리382 시지점!!",공사중,"{'음료가 맛있어요': '54', '디저트가 맛있어요': '52', '커피가 맛있어요': '44', '인테리어가 멋져요': '40', '친절해요': '31', '가성비가 좋아요': '23', '특별한 메뉴가 있어요': '19', '사진이 잘 나와요': '13', '대화하기 좋아요': '13', '매장이 청결해요': '11', '좌석이 편해요': '7', '집중하기 좋아요': '7', '뷰가 좋아요': '5', '주차하기 편해요': '3', '화장실이 깨끗해요': '2', '재료가 신선해요': '1', '포장이 깔끔해요': '1'}"
2038,고산2동 셀프바리스타 시지점,셀프바리스타 시지점,4.79,91,초기값,대구 수성구 시지로3길 66-10,00:00 - 24:00,0507-1441-1412,https://www.instagram.com/p/CJczGZBlsJI/,"'셀프바리스타'는 2018년 KCTC(Korea Cup Taster Championship) 국가대표 챔피언 M9 커피컴퍼니 '강민규' 바리스타와 함께 만들어가는 24시간 프리미엄 무인 카페입니다. 다양한 커피, 음료, 빵이 준비되어 있으며 편안한 분위기가 장점인 24시간 연중무휴 운영되는 프리미엄 카페입니다.

*고객님들에게 질 좋은 서비스를 제공하기 위해 매주 토요일 23시부터 일요일 22시까지는 휴무입니다. 이점 참고부탁드립니다!",공사중,"{'매장이 청결해요': '25', '커피가 맛있어요': '18', '가성비가 좋아요': '18', '대화하기 좋아요': '18', '좌석이 편해요': '13', '음료가 맛있어요': '13', '인테리어가 멋져요': '10', '친절해요': '8', '특별한 메뉴가 있어요': '7', '집중하기 좋아요': '7', '디저트가 맛있어요': '5', '화장실이 깨끗해요': '3', '주차하기 편해요': '2', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}"
2039,고산1동 탑리터 시지점,탑리터 시지점,4.54,323,18,대구 수성구 신매로 24 탑리터시지점,08:00 - 22:00,053-795-3030,NO INFO,"안녕하세요~대구 고유 프랜차이즈 ~탑리터@입니다~
@@ 욱수초등학교 옆에 위치하고 있습니다@ 이웃님들 앞으로 TOP만의 화끈한 서비스로 모실것을 약속드립니다^^ 대구 점주상생 브랜드 @탑리터@많은 사랑 부탁드립니다~~~~~~~!!@@",공사중,"{'커피가 맛있어요': '121', '가성비가 좋아요': '119', '음료가 맛있어요': '75', '친절해요': '56', '매장이 청결해요': '29', '디저트가 맛있어요': '20', '특별한 메뉴가 있어요': '14', '좌석이 편해요': '8', '대화하기 좋아요': '6', '화장실이 깨끗해요': '6', '집중하기 좋아요': '5', '뷰가 좋아요': '5', '인테리어가 멋져요': '3', '주차하기 편해요': '3', '사진이 잘 나와요': '1'}"
2040,고산1동 더드림커피 대구신매점,더드림커피 대구신매점,초기값,99,8,대구 수성구 신매로 60 1층 더드림커피 대구신매점,"10:00 - 22:00
21:30 라스트오더",053-721-7956,http://www.thedreamcoffee.co.kr,"대구시 수성구 신매동(시지중학교옆)에 위치한 테이크아웃커피전문점입니다.
더드림커피 대구신매점은 최고급 원두를 제공하고 있으며, 더드림커피전문점의 빙수는 한번만 먹어본 사람이 없을 정도로 재주문율과 가성비1등을 늘 유지하고 있습니다. 배달의민족, 요기요, 쿠팡잇츠, 대구로를 통해서 집까지 안전하게 배달해 드리고 있으며, 배달시 엎질러지지 않도록 안전하고 꼼꼼하게 포장해서 보내드린답니다. 우리동네 1등 커피맛집 많은 사랑과 격려 부탁드립니다.
대표메뉴 : 1리터보틀커피, 블루베리치즈빙수, 인절미빙수, 팥인절미빙수, 밀크팥빙수, 녹차빙수, 망고빙수, 딸기라떼, 딸기밀크쉐이크, 망고밀크쉐이크, 춘천명물감자빵, 블랙제리치즈케이크, 제리치즈케이크, 산딸기무스케이크, 더드림크로플, 벌꿀케이크",공사중,"{'가성비가 좋아요': '36', '커피가 맛있어요': '34', '음료가 맛있어요': '28', '친절해요': '23', '매장이 청결해요': '16', '디저트가 맛있어요': '10', '특별한 메뉴가 있어요': '6', '대화하기 좋아요': '4', '좌석이 편해요': '3', '인테리어가 멋져요': '3', '뷰가 좋아요': '3', '집중하기 좋아요': '2', '주차하기 편해요': '1'}"
2041,고산1동 천미리다방 시지점,커피특별시 시지점,4.77,147,초기값,대구 수성구 신매로 7 1층,08:00 - 24:00,0507-1396-3824,https://www.instagram.com/special.daegu.coffee,모든 메뉴 속편한 락토프리우유 변경가능합니다,공사중,"{'커피가 맛있어요': '57', '가성비가 좋아요': '49', '친절해요': '44', '음료가 맛있어요': '36', '매장이 청결해요': '23', '디저트가 맛있어요': '15', '특별한 메뉴가 있어요': '7', '대화하기 좋아요': '7', '좌석이 편해요': '4', '집중하기 좋아요': '3', '화장실이 깨끗해요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1'}"
2042,고산1동 미리지구,미리지구,초기값,37,22,대구 수성구 신매로16길 16-11 1층 행복한미싱,11:00 - 19:00,0507-1324-2861,http://m.smartstore.naver.com/miri_jigu,"계란,버터,우유를 사용하지 않는 비건베이커리입니다.",공사중,"{'디저트가 맛있어요': '28', '특별한 메뉴가 있어요': '23', '친절해요': '20', '커피가 맛있어요': '17', '음료가 맛있어요': '14', '인테리어가 멋져요': '12', '매장이 청결해요': '11', '사진이 잘 나와요': '5', '가성비가 좋아요': '5', '대화하기 좋아요': '4', '좌석이 편해요': '1', '아늑해요': '1'}"
2043,고산1동 요거드숑,요거드숑,초기값,50,7,대구 수성구 신매로16길 16-5 1층 요거드숑,NO INFO,0507-1398-1060,https://www.instagram.com/p/CWXnUe6FopJ/?utm_medium=copy_link,수제요거트 전문점 요거드숑 입니다◡̈,공사중,"{'특별한 메뉴가 있어요': '41', '친절해요': '29', '매장이 청결해요': '28', '디저트가 맛있어요': '26', '인테리어가 멋져요': '22', '가성비가 좋아요': '12', '사진이 잘 나와요': '3', '좌석이 편해요': '1', '대화하기 좋아요': '1'}"
2044,고산1동 카페벨,카페벨,4.7,90,44,대구 수성구 신매로16길 16-6 1층 카페벨,NO INFO,0507-1493-7919,https://www.instagram.com/_cafe_bell_,"매일 매장에서 반죽하고 굽는 디저트카페입니다.
디저트&케이크 문의는 카톡채널로 문의주세요.
딸기케이크 홀사이즈주문은 2일전 예약해주세요.
디저트 답례품 단체주문도 가능합니다.
디저트소진시 조기마감 될수 있어요.
인스타그램 공지확인해주세요.",공사중,"{'디저트가 맛있어요': '57', '친절해요': '49', '커피가 맛있어요': '36', '음료가 맛있어요': '33', '매장이 청결해요': '25', '특별한 메뉴가 있어요': '23', '대화하기 좋아요': '19', '인테리어가 멋져요': '17', '사진이 잘 나와요': '17', '가성비가 좋아요': '15', '집중하기 좋아요': '7', '좌석이 편해요': '3', '뷰가 좋아요': '3'}"
2045,고산1동 아마스빈 대구시지점,아마스빈 대구시지점,4.54,751,초기값,대구 수성구 신매로19길 23-5 아마스빈,11:00 - 22:00,070-4108-7777,http://amasvin.com,NO INFO,공사중,"{'음료가 맛있어요': '106', '친절해요': '63', '가성비가 좋아요': '38', '매장이 청결해요': '33', '커피가 맛있어요': '26', '대화하기 좋아요': '20', '디저트가 맛있어요': '18', '특별한 메뉴가 있어요': '16', '좌석이 편해요': '14', '화장실이 깨끗해요': '11', '인테리어가 멋져요': '5', '주차하기 편해요': '4', '집중하기 좋아요': '4', '뷰가 좋아요': '4', '사진이 잘 나와요': '2', '매장이 넓어요': '1'}"
