,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
2192,성내3동 넌테이블,넌테이블,4.67,539,816,대구 중구 경상감영길 62,08:00 - 20:00,0507-1314-1327,http://www.instagram.com/nontable_,* NON-TABLE 테이블이 없는 형태와 스트릿라운 지 형식의 공간컨셉을 통해 미니멀함을 추구한 커피브랜드입니다. 전문성있는 커피를 위...,공사중,"{'커피가 맛있어요': '220', '친절해요': '97', '사진이 잘 나와요': '66', '음료가 맛있어요': '61', '가성비가 좋아요': '55', '뷰가 좋아요': '52', '인테리어가 멋져요': '49', '디저트가 맛있어요': '45', '특별한 메뉴가 있어요': '38', '매장이 청결해요': '36', '대화하기 좋아요': '17', '주차하기 편해요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2', '음식이 빨리 나와요': '1', '음악이 좋아요': '1', '화장실이 깨끗해요': '1'}"
2193,삼덕동 더리터 동성로점,더리터 동성로점,초기값,123,2,대구 중구 공평로 45,10:30 - 21:00,053-252-0988,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '63', '가성비가 좋아요': '45', '음료가 맛있어요': '43', '친절해요': '22', '매장이 청결해요': '20', '디저트가 맛있어요': '6', '인테리어가 멋져요': '5', '특별한 메뉴가 있어요': '4', '뷰가 좋아요': '4', '좌석이 편해요': '2', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}"
2194,성내1동 이얼즈,이얼즈,초기값,596,419,"대구 중구 공평로 79 . 1층,2층(동문동)",NO INFO,0507-1310-4048,https://www.instagram.com/years__offcial,"always, years ! 대구 번화가의 중심 동성로 인근 교동에 위치한 이얼즈 입니다. 특별한 디저트 요 크셔푸딩 과 고양이모양의 푸딩 그리고 인...",공사중,"{'커피가 맛있어요': '244', '인테리어가 멋져요': '222', '디저트가 맛있어요': '190', '친절해요': '190', '음료가 맛있어요': '159', '특별한 메뉴가 있어요': '115', '사진이 잘 나와요': '105', '대화하기 좋아요': '104', '매장이 청결해요': '70', '좌석이 편해요': '51', '매장이 넓어요': '43', '화장실이 깨끗해요': '24', '뷰가 좋아요': '23', '음악이 좋아요': '20', '가성비가 좋아요': '16', '집중하기 좋아요': '15', '음식이 빨리 나와요': '12', '양이 많아요': '5', '반려동물과 가기 좋아요': '3', '차분한 분위기에요': '2', '아늑해요': '2', '빵이 맛있어요': '1', '음식이 맛있어요': '1', '야외 공간이 멋져요': '1', '주차하기 편해요': '1', '오래 머무르기 좋아요': '1'}"
2195,성내1동 빌로우 대구시청점,BELOW DAEGU CITY HALL,초기값,241,185,대구 중구 공평로 85 지하 1층,12:00 - 21:00,0507-1340-6742,http://www.instagram.com/below.official,"BELOW는 바깥과 다른 장소이길 바라며 만들어졌습니다. 밖에 존재하는 일상 속 고민들로부터 잠시 멀어질 수 있도록, 어두운 계단실을 지나 굳게 닫힌 문을 열어주세요. 철문 옆 작은 창을 열어 BELOW의 공간을 들여다볼 수 있습니다. 사색과 담화를 위한 공간과 커피, 그리고 디저트가 준비되어 있습니다.

BELOW 대구시청점은 다방이었던 '새솔커피숍'이 사라진 장소에 자리합니다.
지난 날 만나길 약속하고 대화하던 이 곳에서 우리는 다시 이야기를 나누고자 합니다.",공사중,"{'인테리어가 멋져요': '96', '커피가 맛있어요': '94', '친절해요': '75', '디저트가 맛있어요': '71', '음료가 맛있어요': '55', '대화하기 좋아요': '48', '좌석이 편해요': '44', '매장이 청결해요': '42', '사진이 잘 나와요': '31', '특별한 메뉴가 있어요': '26', '집중하기 좋아요': '18', '가성비가 좋아요': '10', '화장실이 깨끗해요': '6', '주차하기 편해요': '2', '아늑해요': '1'}"
2196,삼덕동 카페헤이화,카페 헤이화,4.91,114,65,대구 중구 공평로4길 37-14 1층 헤이화,"11:00 - 20:00
19:00 라스트오더",0507-1356-5890,http://www.instagram.com/cafe.heyhwa,수제디저트 카페 헤이화입니다.,공사중,"{'친절해요': '58', '디저트가 맛있어요': '57', '커피가 맛있어요': '32', '매장이 청결해요': '24', '특별한 메뉴가 있어요': '21', '음료가 맛있어요': '19', '인테리어가 멋져요': '19', '대화하기 좋아요': '14', '가성비가 좋아요': '12', '사진이 잘 나와요': '5', '집중하기 좋아요': '4', '좌석이 편해요': '2', '주차하기 편해요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
2197,삼덕동 혜동,혜동,초기값,112,144,대구 중구 공평로8길 14-8,NO INFO,0507-1426-0259,https://baemin.me/8si5DymG8,골목 안 작은 디저트 카페 혜동 입니다! 문의는 카톡채널 카페혜동 혹은 인스타 cafe_hyedong 로 부탁드립니다,공사중,"{'디저트가 맛있어요': '69', '친절해요': '63', '커피가 맛있어요': '55', '음료가 맛있어요': '34', '인테리어가 멋져요': '28', '매장이 청결해요': '22', '사진이 잘 나와요': '19', '대화하기 좋아요': '9', '특별한 메뉴가 있어요': '8', '화장실이 깨끗해요': '8', '가성비가 좋아요': '6', '좌석이 편해요': '3', '집중하기 좋아요': '3'}"
2198,삼덕동 85커피,85커피,초기값,122,204,대구 중구 공평로8길 45 85커피,"11:00 - 22:00
21:30 라스트오더",053-257-0185,https://blog.naver.com/85_coffee,대구 삼덕동 카페 !! 대구 삼덕동 브런치 & 베이커리 카페 !!,공사중,"{'인테리어가 멋져요': '55', '디저트가 맛있어요': '39', '커피가 맛있어요': '38', '사진이 잘 나와요': '38', '음료가 맛있어요': '35', '매장이 청결해요': '31', '친절해요': '25', '대화하기 좋아요': '24', '특별한 메뉴가 있어요': '11', '좌석이 편해요': '10', '가성비가 좋아요': '10', '화장실이 깨끗해요': '7', '뷰가 좋아요': '4', '주차하기 편해요': '3', '매장이 넓어요': '2'}"
2199,남산2동 카페쵸피,카페 쵸피,4.77,91,37,대구 중구 관덕정길 19 카페 쵸피,"11:00 - 22:00
21:30 라스트오더",0507-1355-7150,https://www.instagram.com/cafe_choffee,"현재 젤라또, 크로플 무료 증정 이벤트 중입니다

대구 유일 남산동 3d프린팅 초콜릿 카페
카페 쵸피입니다!",공사중,"{'커피가 맛있어요': '41', '친절해요': '24', '음료가 맛있어요': '15', '디저트가 맛있어요': '11', '가성비가 좋아요': '10', '매장이 청결해요': '10', '뷰가 좋아요': '10', '인테리어가 멋져요': '8', '대화하기 좋아요': '7', '사진이 잘 나와요': '4', '집중하기 좋아요': '3', '좌석이 편해요': '2', '특별한 메뉴가 있어요': '2', '주차하기 편해요': '1'}"
2200,남산1동 탈린커피바,탈린커피바,초기값,38,53,대구 중구 관덕정길 60 1층(남산동),11:00 - 20:00,0507-1307-2167,https://www.instagram.com/tallinn_coffee,"매일 생각나는 커피를 만드는 탈린커피바입니다.
직접 로스팅한 원두로 18g 도정, 36g 추출 철칙을 준수합니다.
화려하고 다양한 메뉴가 아닌 원두 본연의 맛에 집중하겠습니다.

It's a tallinn coffee bar that makes coffee that comes to mind every day.
It complies with the iron rules of 18g milling and 36g extraction with directly blended coffee beans.
We will focus on the original taste of coffee beans, not on colorful and diverse menus.",공사중,"{'친절해요': '26', '커피가 맛있어요': '25', '음료가 맛있어요': '13', '사진이 잘 나와요': '13', '인테리어가 멋져요': '12', '가성비가 좋아요': '12', '아늑해요': '9', '매장이 청결해요': '8', '대화하기 좋아요': '6', '좌석이 편해요': '5', '디저트가 맛있어요': '5', '룸이 잘 되어있어요': '3', '뷰가 좋아요': '3'}"
2201,성내1동 까사넬로,까사넬로,4.64,551,582,대구 중구 교동1길 47,12:00 - 23:00,0507-1395-2984,NO INFO,"투박하지 않고 변치 않는 우아함 권의적이지 않고 항상 친절하고 상냥함 저희가 추구하는 커피를 에스프레소에 담았습니다. 
소중한 당신을 저희의 집으로 초대합니다.",공사중,"{'커피가 맛있어요': '368', '인테리어가 멋져요': '168', '특별한 메뉴가 있어요': '118', '친절해요': '107', '빵이 맛있어요': '105', '사진이 잘 나와요': '90', '음료가 맛있어요': '86', '대화하기 좋아요': '60', '가성비가 좋아요': '46', '매장이 청결해요': '35', '뷰가 좋아요': '24', '화장실이 깨끗해요': '20', '좌석이 편해요': '16', '집중하기 좋아요': '14', '주차하기 편해요': '3', '디저트가 맛있어요': '2', '야외 공간이 멋져요': '1', '특별한 날 가기 좋아요': '1'}"
